MsgID.GLOBAL_POSITION,0.0000000,-122.3974527,37.7927687,-0.0950000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,264.0830000,32.0301437,0.0491965,0.0953872
MsgID.LOCAL_VELOCITY,264.0830000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974531,37.7927686,-0.0780000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,264.3330000,32.0182228,0.0118891,0.0787603
MsgID.LOCAL_VELOCITY,264.3330000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974526,37.7927692,-0.0530000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,264.5840000,32.0832138,0.0591303,0.0537972
MsgID.LOCAL_VELOCITY,264.5840000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974544,37.7927691,-0.0210000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,264.8340000,32.0749779,-0.1027530,0.0217364
MsgID.LOCAL_VELOCITY,264.8340000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974547,37.7927676,0.0110000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.1400000
MsgID.LOCAL_POSITION,265.0850000,31.9133244,-0.1257117,-0.0116305
MsgID.LOCAL_VELOCITY,265.0850000,0.0000051,0.0000117,-0.1438477
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974537,37.7927675,0.3740000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0200000,-2.4100000
MsgID.LOCAL_POSITION,265.3350000,31.8938942,-0.0434959,-0.3743100
MsgID.LOCAL_VELOCITY,265.3350000,0.0092379,0.0241212,-2.4129877
MsgID.GLOBAL_POSITION,0.0000000,-122.3974513,37.7927690,1.2190000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0200000,-4.1300000
MsgID.LOCAL_POSITION,265.5850000,32.0619164,0.1700104,-1.2217290
MsgID.LOCAL_VELOCITY,265.5850000,0.0172917,0.0262397,-4.1371026
MsgID.GLOBAL_POSITION,0.0000000,-122.3974534,37.7927699,2.3860000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-4.7200000
MsgID.LOCAL_POSITION,265.8350000,32.1596642,-0.0129637,-2.3860700
MsgID.LOCAL_VELOCITY,265.8350000,-0.0032976,-0.0005420,-4.7212267
MsgID.GLOBAL_POSITION,0.0000000,-122.3974549,37.7927684,3.5800000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0000000,-4.8600000
MsgID.LOCAL_POSITION,266.0860000,31.9945488,-0.1426879,-3.5881834
MsgID.LOCAL_VELOCITY,266.0860000,-0.0219865,0.0041873,-4.8639731
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974543,37.7927673,4.8410000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0100000,-4.9300000
MsgID.LOCAL_POSITION,266.3360000,31.8727760,-0.0885446,-4.8412943
MsgID.LOCAL_VELOCITY,266.3360000,-0.0134580,0.0197820,-4.9377747
MsgID.GLOBAL_POSITION,0.0000000,-122.3974533,37.7927683,6.0520000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0200000,-4.9900000
MsgID.LOCAL_POSITION,266.5860000,31.9896526,0.0012804,-6.0628657
MsgID.LOCAL_VELOCITY,266.5860000,0.0075464,0.0221706,-4.9931722
MsgID.GLOBAL_POSITION,0.0000000,-122.3974525,37.7927698,7.3220000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0100000,-4.8600000
MsgID.LOCAL_POSITION,266.8360000,32.1541405,0.0699777,-7.3220334
MsgID.LOCAL_VELOCITY,266.8360000,0.0052842,0.0123076,-4.8693714
MsgID.GLOBAL_POSITION,0.0000000,-122.3974517,37.7927692,8.5320000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,-4.9200000
MsgID.LOCAL_POSITION,267.0860000,32.0912895,0.1370576,-8.5426455
MsgID.LOCAL_VELOCITY,267.0860000,-0.0162312,0.0017314,-4.9231181
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974514,37.7927689,9.7780000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0000000,-4.9000000
MsgID.LOCAL_POSITION,267.3370000,32.0583115,0.1655498,-9.7784262
MsgID.LOCAL_VELOCITY,267.3370000,-0.0236791,-0.0070957,-4.9035544
MsgID.GLOBAL_POSITION,0.0000000,-122.3974540,37.7927689,11.0030000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,-4.9500000
MsgID.LOCAL_POSITION,267.5870000,32.0489540,-0.0684952,-11.0155725
MsgID.LOCAL_VELOCITY,267.5870000,-0.0148782,-0.0095302,-4.9504271
MsgID.GLOBAL_POSITION,0.0000000,-122.3974518,37.7927676,12.2240000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-4.9400000
MsgID.LOCAL_POSITION,267.8370000,31.9065075,0.1279480,-12.2240295
MsgID.LOCAL_VELOCITY,267.8370000,-0.0071088,0.0014547,-4.9418139
MsgID.GLOBAL_POSITION,0.0000000,-122.3974516,37.7927669,13.4330000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-4.9000000
MsgID.LOCAL_POSITION,268.0870000,31.8358402,0.1483115,-13.4436932
MsgID.LOCAL_VELOCITY,268.0870000,0.0035255,-0.0046193,-4.9004951
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974526,37.7927672,14.6670000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,-0.0100000,-4.9200000
MsgID.LOCAL_POSITION,268.3370000,31.8625736,0.0546789,-14.6675930
MsgID.LOCAL_VELOCITY,268.3370000,0.0173471,-0.0120854,-4.9262185
MsgID.GLOBAL_POSITION,0.0000000,-122.3974530,37.7927690,15.8970000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,-4.9300000
MsgID.LOCAL_POSITION,268.5870000,32.0664215,0.0182161,-15.9078274
MsgID.LOCAL_VELOCITY,268.5870000,0.0192364,-0.0067074,-4.9392629
MsgID.GLOBAL_POSITION,0.0000000,-122.3974533,37.7927694,17.1290000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-4.9300000
MsgID.LOCAL_POSITION,268.8370000,32.1133423,-0.0050411,-17.1295605
MsgID.LOCAL_VELOCITY,268.8370000,0.0018375,0.0002814,-4.9358416
MsgID.GLOBAL_POSITION,0.0000000,-122.3974517,37.7927685,18.3550000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,-4.9000000
MsgID.LOCAL_POSITION,269.0870000,32.0070724,0.1423305,-18.3648663
MsgID.LOCAL_VELOCITY,269.0870000,-0.0135141,0.0045526,-4.9086766
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974507,37.7927684,19.5920000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-4.9100000
MsgID.LOCAL_POSITION,269.3380000,32.0028419,0.2269125,-19.5921078
MsgID.LOCAL_VELOCITY,269.3380000,-0.0079091,-0.0056271,-4.9176502
MsgID.GLOBAL_POSITION,0.0000000,-122.3974510,37.7927684,20.8240000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,-4.9300000
MsgID.LOCAL_POSITION,269.5880000,32.0002213,0.2005485,-20.8320675
MsgID.LOCAL_VELOCITY,269.5880000,-0.0036344,-0.0183236,-4.9314094
MsgID.GLOBAL_POSITION,0.0000000,-122.3974538,37.7927688,22.0540000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,-4.9200000
MsgID.LOCAL_POSITION,269.8380000,32.0399590,-0.0494987,-22.0549870
MsgID.LOCAL_VELOCITY,269.8380000,-0.0016233,-0.0173745,-4.9228873
MsgID.GLOBAL_POSITION,0.0000000,-122.3974531,37.7927691,23.2810000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-4.9500000
MsgID.LOCAL_POSITION,270.0880000,32.0716362,0.0119275,-23.2886505
MsgID.LOCAL_VELOCITY,270.0880000,-0.0073619,-0.0013021,-4.9522257
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974513,37.7927674,24.5330000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,-4.9900000
MsgID.LOCAL_POSITION,270.3380000,31.8831196,0.1746010,-24.5336533
MsgID.LOCAL_VELOCITY,270.3380000,-0.0143899,0.0028441,-4.9953151
MsgID.GLOBAL_POSITION,0.0000000,-122.3974527,37.7927679,25.7990000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-4.9600000
MsgID.LOCAL_POSITION,270.5880000,31.9492893,0.0517188,-25.8145580
MsgID.LOCAL_VELOCITY,270.5880000,0.0001662,-0.0064845,-4.9642000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974529,37.7927695,27.0130000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-4.9700000
MsgID.LOCAL_POSITION,270.8380000,32.1161880,0.0310338,-27.0133343
MsgID.LOCAL_VELOCITY,270.8380000,0.0097904,-0.0047167,-4.9767470
